user|date|srcLoc(lat,long)|destLoc(lat,long)|distInKms
792077953f76248ff42ad0394c344b08dd|120108|69.1622,34.4363|68.9748,34.5706|22.76
7920e41f85bf2427e44fa2d1de7bf7f192|120106|69.3296,34.5098|69.5735,34.5047|22.36
79211739f2eaa36e1d8f2c6cefdb4e2a35|120105|69.3111,34.542|69.3238,35.1029|62.38
79211739f2eaa36e1d8f2c6cefdb4e2a35|120106|69.3111,34.542|69.3238,35.1029|62.38
79211739f2eaa36e1d8f2c6cefdb4e2a35|120107|69.3111,34.542|69.2954,35.0706|58.8
79211739f2eaa36e1d8f2c6cefdb4e2a35|120108|69.3111,34.542|69.3238,35.1029|62.38
79223f3d8fe965ab8e301764a9b18c8b71|120105|69.1549,34.4792|69.9703,34.2481|79.13
792311d6723a49266fda85e6c16c48908f|120107|69.049,33.9495|69.1464,34.3199|42.15
792311d6723a49266fda85e6c16c48908f|120108|69.049,33.9495|69.1622,34.4363|55.12
792311d6723a49266fda85e6c16c48908f|120109|69.049,33.9495|69.2665,33.6246|41.34
792311d6723a49266fda85e6c16c48908f|120110|69.049,33.9495|69.1622,34.4363|55.12
792311d6723a49266fda85e6c16c48908f|120111|69.049,33.9495|69.1622,34.4363|55.12
79233efa2135a5a7772652096cc5476050|120105|69.141,34.4792|68.9573,33.8143|75.84
79233efa2135a5a7772652096cc5476050|120108|69.141,34.4792|68.9573,33.8143|75.84
792341d1559cb9873f27c4f457c10235af|120106|69.2572,34.5104|69.3238,35.1029|66.16
792341d1559cb9873f27c4f457c10235af|120109|69.2572,34.5104|69.2954,35.0706|62.39
792344cd3d26a6facc3349dca0f5659355|120105|69.7101,33.9399|69.1976,34.5017|78.25
792344cd3d26a6facc3349dca0f5659355|120106|69.7101,33.9399|69.1976,34.5017|78.25
792344cd3d26a6facc3349dca0f5659355|120107|69.7101,33.9399|69.1976,34.5017|78.25
792344cd3d26a6facc3349dca0f5659355|120110|69.7101,33.9399|69.5184,33.7834|24.82
792344cd3d26a6facc3349dca0f5659355|120111|69.7101,33.9399|69.1992,34.5092|78.83
7923a4f53c5ed3fe3d29d75810f82669d4|120105|69.1714,34.5129|69.3925,34.5689|21.19
7923a4f53c5ed3fe3d29d75810f82669d4|120106|69.1714,34.5129|69.3925,34.5689|21.19
7923a4f53c5ed3fe3d29d75810f82669d4|120107|69.1714,34.5129|69.3925,34.5689|21.19
7923a4f53c5ed3fe3d29d75810f82669d4|120109|69.1714,34.5129|69.3925,34.5689|21.19
7923a4f53c5ed3fe3d29d75810f82669d4|120110|69.1714,34.5129|69.3925,34.5689|21.19
7923a4f53c5ed3fe3d29d75810f82669d4|120111|69.1714,34.5129|69.3925,34.5689|21.19
7923c72630d687ca5e7b4e9773dd9410bd|120107|69.2031,34.0085|68.8194,34.1512|38.74
79255ca921d626e73cd704990f521c9218|120105|69.1566,34.5906|69.3288,35.0472|53.15
79255ca921d626e73cd704990f521c9218|120107|69.1566,34.5906|69.3288,35.0472|53.15
79255ca921d626e73cd704990f521c9218|120109|69.1566,34.5906|69.3109,34.9914|46.74
792568aa2a3b96dd13bf1e03258ff62ab3|120106|69.0251,34.5326|68.6274,34.4712|37.08
792568aa2a3b96dd13bf1e03258ff62ab3|120107|69.0251,34.5326|68.6274,34.4712|37.08
792568aa2a3b96dd13bf1e03258ff62ab3|120111|69.0251,34.5326|68.7639,34.4634|25.14
79258d1ff090233af087955dfdee83fef7|120107|69.3116,34.5494|69.0232,34.4871|27.32
79258d1ff090233af087955dfdee83fef7|120108|69.3116,34.5494|69.0232,34.4871|27.32
79258d1ff090233af087955dfdee83fef7|120109|69.3116,34.5494|69.0232,34.4871|27.32
7925ac4562524cb82d97d036697508777e|120105|69.5991,34.9697|69.2103,34.5372|59.79
7925ac4562524cb82d97d036697508777e|120106|69.5991,34.9697|69.2103,34.5372|59.79
7925ac4562524cb82d97d036697508777e|120107|69.5991,34.9697|69.2103,34.5372|59.79
7925ac4562524cb82d97d036697508777e|120108|69.5991,34.9697|69.2103,34.5372|59.79
7925ac4562524cb82d97d036697508777e|120109|69.5991,34.9697|69.2846,34.9585|28.69
7925ac4562524cb82d97d036697508777e|120111|69.5991,34.9697|69.202,34.5331|60.61
7925bba91c6d2280da1a735f26366637fd|120106|70.218,34.5031|69.771,34.5967|42.24
7925bba91c6d2280da1a735f26366637fd|120107|70.218,34.5031|69.3555,34.533|79.09
7925bc9c90fd149d0fa3cafb3a9175a115|120109|69.0856,34.5336|69.237,35.1194|66.59
7925c3d30e768e7805175fd3318ee3481d|120110|68.6574,33.8868|69.1742,34.5199|84.94
7925c3d30e768e7805175fd3318ee3481d|120111|68.6574,33.8868|69.1793,34.5204|85.25
79260d87dd369638905a68c9fb53a573aa|120108|69.1391,34.546|69.0373,35.3146|85.97
79260e47597f2015c100b2e2dcb6022390|120109|69.1888,34.5101|69.237,35.1194|67.89
792626dcaff9634bb082481e6f89c4dd8c|120105|69.1293,34.5902|69.3238,35.1029|59.71
792626dcaff9634bb082481e6f89c4dd8c|120108|69.1293,34.5902|69.2949,35.1487|63.91
792712ea6a3ac6b37cc630d788141dba45|120105|69.0961,34.209|69.2396,34.5057|35.52
792712ea6a3ac6b37cc630d788141dba45|120106|69.0961,34.209|69.2396,34.5057|35.52
792712ea6a3ac6b37cc630d788141dba45|120107|69.0961,34.209|69.2396,34.5057|35.52
792712ea6a3ac6b37cc630d788141dba45|120108|69.0961,34.209|69.2396,34.5057|35.52
792712ea6a3ac6b37cc630d788141dba45|120109|69.0961,34.209|69.2572,34.5104|36.63
7927367cd437087117a146905831943804|120107|69.1978,35.0767|69.1846,34.5361|60.12
7927367cd437087117a146905831943804|120108|69.1978,35.0767|69.1846,34.5361|60.12
7927367cd437087117a146905831943804|120109|69.1978,35.0767|69.1846,34.5361|60.12
7927367cd437087117a146905831943804|120110|69.1978,35.0767|69.1846,34.5361|60.12
7927367cd437087117a146905831943804|120111|69.1978,35.0767|69.1846,34.5361|60.12
7927787125038178743c7b884719f62d5c|120105|69.2949,35.1487|69.147,34.5834|64.29
7927787125038178743c7b884719f62d5c|120106|69.2949,35.1487|69.1411,34.5923|63.44
7927787125038178743c7b884719f62d5c|120107|69.2949,35.1487|69.1784,34.532|69.39
7927787125038178743c7b884719f62d5c|120108|69.2949,35.1487|69.1411,34.5923|63.44
7927787125038178743c7b884719f62d5c|120109|69.2949,35.1487|69.1411,34.5923|63.44
7927787125038178743c7b884719f62d5c|120110|69.2949,35.1487|69.1784,34.532|69.39
79280f7f01d089cce0f5c3d5eec7a56a08|120107|69.141,34.4792|70.0398,34.5031|82.42
7928cf9d8bd2e3c1e158ed1ece2198e350|120106|69.5184,33.7834|69.7101,33.9399|24.82
7928cf9d8bd2e3c1e158ed1ece2198e350|120108|69.5184,33.7834|69.7101,33.9399|24.82
7928cf9d8bd2e3c1e158ed1ece2198e350|120110|69.5184,33.7834|69.7101,33.9399|24.82
7928d9dc3aa0a71ddb106e8a092a73ec69|120105|69.5879,34.5689|69.1992,34.5092|36.22
7928d9dc3aa0a71ddb106e8a092a73ec69|120106|69.5879,34.5689|69.1756,34.5663|37.75
7928d9dc3aa0a71ddb106e8a092a73ec69|120107|69.5879,34.5689|69.2045,34.5559|35.14
7928d9dc3aa0a71ddb106e8a092a73ec69|120108|69.5879,34.5689|69.1343,34.5946|41.62
7928d9dc3aa0a71ddb106e8a092a73ec69|120109|69.5879,34.5689|69.1238,34.5815|42.51
7928e28498fc7e5b5e3c42ddb0cccea49f|120106|69.1173,34.5725|69.5735,34.5047|42.46
7928e28498fc7e5b5e3c42ddb0cccea49f|120107|69.1173,34.5725|69.3296,34.5098|20.66
79296ed37bdf92c76797f1357c50c8b0b6|120105|69.1153,34.4907|69.2782,34.6531|23.42
79296ed37bdf92c76797f1357c50c8b0b6|120106|69.1153,34.4907|69.2782,34.6531|23.42
79296ed37bdf92c76797f1357c50c8b0b6|120107|69.1153,34.4907|69.2782,34.6531|23.42
79296ed37bdf92c76797f1357c50c8b0b6|120108|69.1153,34.4907|69.2782,34.6531|23.42
79296ed37bdf92c76797f1357c50c8b0b6|120109|69.1153,34.4907|69.2782,34.6531|23.42
7929b8e334c02e472d89ed51bf7c494ad6|120105|69.1717,35.0163|69.0865,34.5876|48.3
7929b8e334c02e472d89ed51bf7c494ad6|120106|69.1717,35.0163|69.0865,34.5876|48.3
7929b8e334c02e472d89ed51bf7c494ad6|120107|69.1717,35.0163|69.0865,34.5876|48.3
7929b8e334c02e472d89ed51bf7c494ad6|120108|69.1717,35.0163|69.0865,34.5876|48.3
7929b8e334c02e472d89ed51bf7c494ad6|120109|69.1717,35.0163|69.0865,34.5876|48.3
792ab439c8d77f4e23da3a66846fb0247d|120105|69.3178,34.5222|69.0623,34.5247|23.41
792ab439c8d77f4e23da3a66846fb0247d|120110|69.3178,34.5222|69.0623,34.5247|23.41
792abbb9a581f29a15f6758d331f498d9f|120105|69.2058,34.4978|69.5184,33.7834|84.49
792abbb9a581f29a15f6758d331f498d9f|120106|69.2058,34.4978|69.5184,33.7834|84.49
792abbb9a581f29a15f6758d331f498d9f|120110|69.2058,34.4978|69.0373,35.3146|92.11
792acbcc448cc97adca96d0c312ade2451|120106|69.0163,34.0081|68.6608,33.9895|32.84
792acbcc448cc97adca96d0c312ade2451|120107|69.0163,34.0081|69.1192,34.512|56.82
792acbcc448cc97adca96d0c312ade2451|120108|69.0163,34.0081|68.6608,33.9895|32.84
792acbcc448cc97adca96d0c312ade2451|120110|69.0163,34.0081|68.6608,33.9895|32.84
792ada5901bfe4c47e9d464f94b628c6b3|120109|69.1822,34.5613|69.0373,35.3146|84.8
792af494c6f907a97c488b05c20893b9a9|120105|69.1976,34.5017|69.5184,33.7834|85.15
792af494c6f907a97c488b05c20893b9a9|120106|69.1976,34.5017|69.5184,33.7834|85.15
792af494c6f907a97c488b05c20893b9a9|120107|69.1976,34.5017|69.5184,33.7834|85.15
792af494c6f907a97c488b05c20893b9a9|120108|69.1976,34.5017|69.5184,33.7834|85.15
792af494c6f907a97c488b05c20893b9a9|120109|69.1976,34.5017|69.5184,33.7834|85.15
792af494c6f907a97c488b05c20893b9a9|120110|69.1976,34.5017|69.5184,33.7834|85.15
792b411ccf35347aaa28a6f85219a79b3b|120106|69.1784,34.5138|69.1881,34.8551|37.96
792b411ccf35347aaa28a6f85219a79b3b|120107|69.1784,34.5138|69.1881,34.8551|37.96
792b82cae333eae3fae713335d9e661f33|120106|69.1589,34.5097|69.2891,33.6413|97.3
792c71e4311af817b5a58eab0ae2035c38|120105|69.3116,34.5494|69.0649,34.4992|23.28
792c71e4311af817b5a58eab0ae2035c38|120106|69.3116,34.5494|69.0649,34.4992|23.28
792c71e4311af817b5a58eab0ae2035c38|120107|69.3116,34.5494|69.0649,34.4992|23.28
792c71e4311af817b5a58eab0ae2035c38|120108|69.3116,34.5494|69.0649,34.4992|23.28
792c71e4311af817b5a58eab0ae2035c38|120110|69.3116,34.5494|69.0649,34.4992|23.28
792c772672e7fe9e2c7607b90a83d247ec|120110|69.1978,35.0767|69.0373,35.3146|30.21
792c8340b1649e1130e5fc1856dbeeab32|120105|69.117,34.5073|68.9573,33.8143|78.45
792c8340b1649e1130e5fc1856dbeeab32|120106|69.117,34.5073|68.9573,33.8143|78.45
792c8340b1649e1130e5fc1856dbeeab32|120107|69.117,34.5073|68.9573,33.8143|78.45
792d74755d6197bf5a6784e183a4dd5e50|120111|69.1756,34.514|69.1539,33.7558|84.33
792d7a0f38733463e551b198292054fc71|120105|69.1757,35.0289|69.1611,34.5679|51.28
792d7a0f38733463e551b198292054fc71|120106|69.1757,35.0289|69.1611,34.5679|51.28
792d7a0f38733463e551b198292054fc71|120107|69.1757,35.0289|69.1611,34.5679|51.28
792d7a0f38733463e551b198292054fc71|120108|69.1757,35.0289|69.0865,34.5876|49.74
792d7a0f38733463e551b198292054fc71|120110|69.1757,35.0289|69.1655,34.5836|49.52
792d7a0f38733463e551b198292054fc71|120111|69.1757,35.0289|69.1611,34.5679|51.28
792e02d90e1b4c08be036af4a17ce78d13|120105|68.2585,34.8875|69.1463,34.5512|89.34
792e02d90e1b4c08be036af4a17ce78d13|120106|68.2585,34.8875|69.1373,34.5512|88.6
792e02d90e1b4c08be036af4a17ce78d13|120107|68.2585,34.8875|69.1463,34.5512|89.34
792e02d90e1b4c08be036af4a17ce78d13|120109|68.2585,34.8875|68.8438,34.9957|54.69
792e227fb19e910d8afbfcc6717967c2b7|120105|70.2083,34.6705|69.2603,34.5602|87.62
792e227fb19e910d8afbfcc6717967c2b7|120107|70.2083,34.6705|69.2603,34.5602|87.62
792e227fb19e910d8afbfcc6717967c2b7|120108|70.2083,34.6705|69.2603,34.5602|87.62
792e227fb19e910d8afbfcc6717967c2b7|120109|70.2083,34.6705|69.2603,34.5602|87.62
792e227fb19e910d8afbfcc6717967c2b7|120110|70.2083,34.6705|69.2603,34.5602|87.62
792e227fb19e910d8afbfcc6717967c2b7|120111|70.2083,34.6705|69.2103,34.5372|92.54
792e2328733d6f9e19c8f139442459990c|120105|69.1585,34.5303|69.0163,34.0081|59.52
792f92c347219011d7557887e1c4fe5018|120106|69.1533,34.8442|69.0989,34.575|30.34
792f92c347219011d7557887e1c4fe5018|120107|69.1533,34.8442|69.1225,34.565|31.17
792f92c347219011d7557887e1c4fe5018|120108|69.1533,34.8442|69.0989,34.575|30.34
792f92c347219011d7557887e1c4fe5018|120109|69.1533,34.8442|69.1173,34.5725|30.39
792f92c347219011d7557887e1c4fe5018|120110|69.1533,34.8442|69.0989,34.575|30.34
792fef84add9a6231880eb29e73621b271|120107|69.6216,35.0347|69.141,34.4792|75.78
792fef84add9a6231880eb29e73621b271|120108|69.6216,35.0347|69.141,34.4792|75.78
792fef84add9a6231880eb29e73621b271|120109|69.6216,35.0347|69.141,34.4792|75.78
792fef84add9a6231880eb29e73621b271|120110|69.6216,35.0347|69.141,34.4792|75.78
792fef84add9a6231880eb29e73621b271|120111|69.6216,35.0347|69.141,34.4792|75.78
793002fb0ed241159a1e16d92947181304|120110|68.6574,33.8868|69.0958,34.5116|80.33
793002fb0ed241159a1e16d92947181304|120111|68.6574,33.8868|69.0958,34.5116|80.33
79304362540be5a68f9408bdb1bc2f5990|120108|69.3296,34.5098|69.5735,34.5047|22.36
79305bd8aca9009369d51f5aa747062517|120107|69.0163,34.0081|69.1445,34.4709|52.79
79305bd8aca9009369d51f5aa747062517|120108|69.0163,34.0081|69.0865,34.5876|64.76
79305bd8aca9009369d51f5aa747062517|120109|69.0163,34.0081|69.1445,34.4709|52.79
79305bd8aca9009369d51f5aa747062517|120110|69.0163,34.0081|69.1445,34.4709|52.79
793076d93b1f66331cc8f3aa8087e69219|120107|69.2954,35.0706|69.0865,34.5876|56.99
793076d93b1f66331cc8f3aa8087e69219|120108|69.2954,35.0706|69.1589,34.5097|63.6
793076d93b1f66331cc8f3aa8087e69219|120109|69.2954,35.0706|69.0865,34.5876|56.99
793076d93b1f66331cc8f3aa8087e69219|120110|69.2954,35.0706|69.0865,34.5876|56.99
793148dfe1bf096cddf62627053dcfe1ea|120105|69.1655,34.5836|69.2949,35.1487|63.94
79323058739ad3e827360ccf1ab615bce4|120105|68.9748,34.5706|69.202,34.5331|21.22
79323058739ad3e827360ccf1ab615bce4|120106|68.9748,34.5706|69.202,34.5331|21.22
79323058739ad3e827360ccf1ab615bce4|120107|68.9748,34.5706|69.202,34.5331|21.22
79323058739ad3e827360ccf1ab615bce4|120108|68.9748,34.5706|69.202,34.5331|21.22
79323058739ad3e827360ccf1ab615bce4|120109|68.9748,34.5706|69.202,34.5331|21.22
7932c51c83d71594c755b9ca9becfaccfc|120105|69.3109,34.9914|69.1655,34.5836|47.25
7932c51c83d71594c755b9ca9becfaccfc|120106|69.3109,34.9914|69.1655,34.5836|47.25
7932c51c83d71594c755b9ca9becfaccfc|120107|69.3109,34.9914|69.1655,34.5836|47.25
7932c51c83d71594c755b9ca9becfaccfc|120108|69.3109,34.9914|69.1655,34.5836|47.25
7932c51c83d71594c755b9ca9becfaccfc|120109|69.3109,34.9914|69.1655,34.5836|47.25
7932c51c83d71594c755b9ca9becfaccfc|120110|69.3109,34.9914|69.1655,34.5836|47.25
7932e38c00cde8ed4c50e1acb1fc4843a5|120105|69.1717,35.0163|69.1411,34.5923|47.23
7932e38c00cde8ed4c50e1acb1fc4843a5|120106|69.1717,35.0163|69.1411,34.5923|47.23
7932e38c00cde8ed4c50e1acb1fc4843a5|120107|69.1717,35.0163|69.1411,34.5923|47.23
7932e38c00cde8ed4c50e1acb1fc4843a5|120108|69.1717,35.0163|69.1411,34.5923|47.23
7932e38c00cde8ed4c50e1acb1fc4843a5|120109|69.1717,35.0163|69.1411,34.5923|47.23
79330b1dfbe3e077fc522fcb8e7e15275a|120106|69.5184,33.7834|69.7101,33.9399|24.82
79330b1dfbe3e077fc522fcb8e7e15275a|120107|69.5184,33.7834|69.7101,33.9399|24.82
79330b1dfbe3e077fc522fcb8e7e15275a|120109|69.5184,33.7834|69.7101,33.9399|24.82
7933215619b86ef9a779988176f3a2d566|120106|69.232,34.4907|69.0163,34.0081|57.21
7933215619b86ef9a779988176f3a2d566|120108|69.232,34.4907|69.7101,33.9399|75.39
7933215619b86ef9a779988176f3a2d566|120109|69.232,34.4907|69.5184,33.7834|82.95
79342f4fefc85e0241e53240b34e7f041a|120108|69.2262,34.9685|69.0735,34.6704|35.96
79342f4fefc85e0241e53240b34e7f041a|120109|69.2262,34.9685|69.0735,34.6704|35.96
79342f4fefc85e0241e53240b34e7f041a|120110|69.2262,34.9685|69.0774,34.6215|40.91
79348c8210b4d7e3931327cc69ce3cdeac|120107|69.3296,34.5098|69.237,35.1194|68.31
79348c8210b4d7e3931327cc69ce3cdeac|120109|69.3296,34.5098|69.079,34.6073|25.38
79349ba04177dc0cde500dfb338b35c704|120109|69.387,34.375|69.2262,34.5098|21.03
79349ba04177dc0cde500dfb338b35c704|120110|69.387,34.375|69.1784,34.5138|24.58
79349baa2f3414532dbd869721f8ed981c|120105|69.1784,34.5138|69.387,34.375|24.58
79349baa2f3414532dbd869721f8ed981c|120106|69.1784,34.5138|69.387,34.375|24.58
79349baa2f3414532dbd869721f8ed981c|120108|69.1784,34.5138|69.387,34.375|24.58
79349baa2f3414532dbd869721f8ed981c|120109|69.1784,34.5138|69.387,34.375|24.58
79349baa2f3414532dbd869721f8ed981c|120110|69.1784,34.5138|69.387,34.375|24.58
7934de9db8b56cf757d9e80724a02a58d9|120106|70.2155,34.6024|69.3925,34.5689|75.43
7934de9db8b56cf757d9e80724a02a58d9|120107|70.2155,34.6024|69.3175,34.5153|82.8
7934de9db8b56cf757d9e80724a02a58d9|120109|70.2155,34.6024|69.3175,34.5153|82.8
7934de9db8b56cf757d9e80724a02a58d9|120111|70.2155,34.6024|69.3175,34.5153|82.8
793591a0877932e60d914e8c622d10af66|120105|69.147,34.5834|69.1717,35.0163|48.19
793591a0877932e60d914e8c622d10af66|120106|69.147,34.5834|69.1717,35.0163|48.19
7935fe4da60445afe3e8ead84e995c63cc|120105|69.1373,34.5512|69.0373,35.3146|85.37
7935fe4da60445afe3e8ead84e995c63cc|120106|69.1373,34.5512|69.0373,35.3146|85.37
7935fe4da60445afe3e8ead84e995c63cc|120107|69.1373,34.5512|69.0373,35.3146|85.37
7935fe4da60445afe3e8ead84e995c63cc|120110|69.1373,34.5512|69.0373,35.3146|85.37
793663f9bad61e19e33be8fb69458a9bc1|120109|69.2228,34.5354|69.0961,34.209|38.11
79370c250c17798f5cdbc9849f3ceddd7a|120105|69.0856,34.5336|69.3238,35.1029|66.93
79370c250c17798f5cdbc9849f3ceddd7a|120106|69.0856,34.5336|69.3238,35.1029|66.93
7937aaa0dfa59b33d2a1a57fb441619f58|120105|69.1533,34.8442|69.1611,34.5679|30.73
7937aaa0dfa59b33d2a1a57fb441619f58|120106|69.1533,34.8442|69.1611,34.5679|30.73
7937aaa0dfa59b33d2a1a57fb441619f58|120107|69.1533,34.8442|69.1611,34.5679|30.73
7937aaa0dfa59b33d2a1a57fb441619f58|120108|69.1533,34.8442|69.1611,34.5679|30.73
7937aaa0dfa59b33d2a1a57fb441619f58|120109|69.1533,34.8442|69.1611,34.5679|30.73
7937aaa0dfa59b33d2a1a57fb441619f58|120110|69.1533,34.8442|69.1611,34.5679|30.73
7937aaa0dfa59b33d2a1a57fb441619f58|120111|69.1533,34.8442|69.1611,34.5679|30.73
7937f73e251edafce20756c75f4bfd43fa|120106|69.6481,34.8526|69.3925,34.5689|39.26
7937f73e251edafce20756c75f4bfd43fa|120108|69.6481,34.8526|69.2304,34.5456|51.22
7937f73e251edafce20756c75f4bfd43fa|120109|69.6481,34.8526|69.2624,34.5455|49.09
79382c721a77fc2aca328917b331dbda00|120106|69.3175,34.5153|69.5735,34.5047|23.49
79388a63b7310241f578fd17c678b249b6|120105|69.1666,34.5333|69.1144,34.749|24.46
7938ec9a695a39d4d1f38657c3c840248f|120105|69.0163,34.0081|69.0698,34.5096|55.98
7938ec9a695a39d4d1f38657c3c840248f|120107|69.0163,34.0081|69.0698,34.5096|55.98
7938ec9a695a39d4d1f38657c3c840248f|120108|69.0163,34.0081|69.0698,34.5096|55.98
7938ec9a695a39d4d1f38657c3c840248f|120109|69.0163,34.0081|69.0698,34.5096|55.98
7938ec9a695a39d4d1f38657c3c840248f|120110|69.0163,34.0081|69.0698,34.5096|55.98
7939ae316f502895d7a375e529e0f87ba2|120105|69.0434,34.5334|69.2932,34.5438|22.91
7939ae316f502895d7a375e529e0f87ba2|120106|69.0434,34.5334|69.0163,34.0081|58.46
7939ae316f502895d7a375e529e0f87ba2|120107|69.0434,34.5334|69.2932,34.5438|22.91
7939ae316f502895d7a375e529e0f87ba2|120108|69.0434,34.5334|69.2932,34.5438|22.91
7939ae316f502895d7a375e529e0f87ba2|120109|69.0434,34.5334|69.2932,34.5438|22.91
793a369589b40208e9599831f8a2a523e4|120106|69.1809,34.5178|69.1667,35.0031|53.98
793a92f3e288e41243b8d72faab9a1ff7d|120106|69.3316,34.5246|70.0398,34.5031|64.93
793b09a77efdadc45ce66b661b174097c6|120105|69.1377,34.4883|68.9286,34.5557|20.57
793b09a77efdadc45ce66b661b174097c6|120106|69.1377,34.4883|68.9286,34.5557|20.57
793b09a77efdadc45ce66b661b174097c6|120107|69.1377,34.4883|68.9286,34.5557|20.57
793b09a77efdadc45ce66b661b174097c6|120108|69.1377,34.4883|68.9286,34.5557|20.57
793b09a77efdadc45ce66b661b174097c6|120109|69.1377,34.4883|68.9286,34.5557|20.57
793b5fa6de3fd0f990d8e6ed3d6cdca34f|120105|69.1342,34.465|70.0398,34.5031|83.11
793b5fa6de3fd0f990d8e6ed3d6cdca34f|120106|69.1342,34.465|69.574,34.5073|40.58
793b5fa6de3fd0f990d8e6ed3d6cdca34f|120107|69.1342,34.465|69.771,34.5967|60.14
793b5fa6de3fd0f990d8e6ed3d6cdca34f|120108|69.1342,34.465|70.0398,34.5031|83.11
793b5fa6de3fd0f990d8e6ed3d6cdca34f|120110|69.1342,34.465|69.3925,34.5689|26.33
793b94457b98cc26e41e1485adb2b9c6b5|120107|69.0953,34.5023|69.237,35.1194|69.83
793b94457b98cc26e41e1485adb2b9c6b5|120108|69.0953,34.5023|69.2508,35.0881|66.67
793bc35332601f39cfe7b0e5822a709047|120106|69.2511,34.9433|69.6378,34.8752|36.07
793bc35332601f39cfe7b0e5822a709047|120107|69.2511,34.9433|69.6378,34.8752|36.07
793bc35332601f39cfe7b0e5822a709047|120108|69.2511,34.9433|69.6378,34.8752|36.07
793bc35332601f39cfe7b0e5822a709047|120109|69.2511,34.9433|69.6378,34.8752|36.07
793c83000fa1607e5c4acc6f938cc69e42|120108|69.1251,34.5952|69.0373,35.3146|80.39
793cbb58cac4dc20dbd4d80b03c3680faa|120110|69.0865,34.5876|69.3238,35.1029|61.25
793cbb58cac4dc20dbd4d80b03c3680faa|120111|69.0865,34.5876|69.2954,35.0706|56.99
793cca0ae27dd7f4c96b58b929651fa0a9|120107|69.1846,34.5361|69.1679,34.9048|41.03
793d70450e9b163b50d5a66122ed22c00d|120110|69.098,34.5242|69.1533,34.8442|35.94
793d708a0fd0729cbac7bf361db03d23a4|120109|69.151,34.5651|69.5735,34.5047|39.28
793d709227a3c7aa73c831cab81e5b1f06|120105|68.9128,33.9417|69.232,34.4907|67.74
793d709227a3c7aa73c831cab81e5b1f06|120106|68.9128,33.9417|69.232,34.4907|67.74
793d709227a3c7aa73c831cab81e5b1f06|120107|68.9128,33.9417|69.232,34.4907|67.74
793d709227a3c7aa73c831cab81e5b1f06|120109|68.9128,33.9417|69.1539,33.7558|30.38
793d709227a3c7aa73c831cab81e5b1f06|120111|68.9128,33.9417|69.2334,34.5004|68.76
793d70c55e4913d0f3520d756b7112c45f|120106|69.2058,34.4978|69.1464,34.3199|20.52
793dcc4627f43bb8a86ebc6c9c5c2c6499|120106|69.1463,34.5512|69.2653,34.9311|43.62
793dcc4627f43bb8a86ebc6c9c5c2c6499|120107|69.1463,34.5512|69.2653,34.9311|43.62
793dcc4627f43bb8a86ebc6c9c5c2c6499|120108|69.1463,34.5512|69.2653,34.9311|43.62
793dcc4627f43bb8a86ebc6c9c5c2c6499|120109|69.1463,34.5512|69.2653,34.9311|43.62
793dcc4627f43bb8a86ebc6c9c5c2c6499|120110|69.1463,34.5512|69.2653,34.9311|43.62
793dcc4627f43bb8a86ebc6c9c5c2c6499|120111|69.1463,34.5512|69.237,34.9342|43.39
793de9aa601a37cc366017a8f492ca2185|120108|69.237,35.1194|69.1756,34.5663|61.76
793de9aa601a37cc366017a8f492ca2185|120110|69.237,35.1194|69.1756,34.5663|61.76
793ecd912804c0aa08925fbff20807849d|120107|69.2954,35.0706|69.1411,34.5923|55.02
793ecd912804c0aa08925fbff20807849d|120108|69.2954,35.0706|69.1411,34.5923|55.02
793ecd912804c0aa08925fbff20807849d|120109|69.2954,35.0706|69.1411,34.5923|55.02
793ecd912804c0aa08925fbff20807849d|120110|69.2954,35.0706|69.1411,34.5923|55.02
793ecd912804c0aa08925fbff20807849d|120111|69.2954,35.0706|69.1411,34.5923|55.02
793ef3fe8da5af075af4b5013f4dd1cfbf|120110|69.2753,34.5469|70.0398,34.5031|70.21
794013540fe3c8a7701e43334449ec344d|120109|69.0251,34.5326|69.2589,34.5642|21.7
794013540fe3c8a7701e43334449ec344d|120111|69.0251,34.5326|68.8581,34.3947|21.67
79406e02ec2923c0fe9bec22a808cba48c|120106|69.1251,34.5952|69.3238,35.1029|59.29
7940c1912a36ca54e8309d363e0c1c2757|120110|69.0501,34.496|69.2753,34.5469|21.39
7940ec30f62abc4a929e703de116b41a4c|120108|69.1645,34.5599|69.3925,34.5689|20.9
7940f5c315d5c0c65239820eb73930cf6f|120110|69.3116,34.5494|69.771,34.5967|42.39
7940fd589b3b9b25d3413cf5d1444917db|120105|69.3226,35.1723|69.202,34.5331|71.92
7940fd589b3b9b25d3413cf5d1444917db|120107|69.3226,35.1723|69.171,34.5474|70.85
7940fd589b3b9b25d3413cf5d1444917db|120108|69.3226,35.1723|69.202,34.5331|71.92
7940fd589b3b9b25d3413cf5d1444917db|120109|69.3226,35.1723|69.1919,34.5285|72.57
7940fd589b3b9b25d3413cf5d1444917db|120110|69.3226,35.1723|69.202,34.5331|71.92
7940fd589b3b9b25d3413cf5d1444917db|120111|69.3226,35.1723|69.202,34.5331|71.92
79413279cc0b57bd74798f1e009b4352d6|120107|69.1809,34.5178|68.9573,33.8143|80.89
79413279cc0b57bd74798f1e009b4352d6|120108|69.1809,34.5178|68.9573,33.8143|80.89
79413279cc0b57bd74798f1e009b4352d6|120109|69.1809,34.5178|68.9573,33.8143|80.89
